Name,Industry,Description,Short Description,Tags,Business Model,Customer Model,Website,Raised,Year Raised,Stage,Investors,PDF URL
LinkedIn,Social Media,"LinkedIn is the world's largest online professional network. Launched on May 5, 2003, the platform is primarily used for professional networking and career development, and allows job seekers to post their CVs and employers to post jobs.","LinkedIn is the world’s largest professional network on the Internet. It helps businesses and professionals connect and exchange ideas, information, and opportunities.","Social Media, HR",Marketplace,"B2B, B2C",linkedin.com,$10M,2004,Series B,"VC, Corporate",./BestPitchPDFs/linkedin.pdf
Fittr,Sports,"FitTrack is a simple solution to help you gain insight into your health. A smart scale, smartwatch, and app designed to work together seamlessly.","Fittr designs your workout plan so you’re never bored. Choose what equipment you have, the time you have available, and keep track of your favorite moves. Your unique, personalized experience helps to push you further than you thought possible.","Sports, Healthcare, Video, Analytics",App,B2C,getfittrack.com,$2M,2020,Seed,Accelerator,./BestPitchPDFs/fittr.pdf
Zestful,HR,"Delicious and healthy recipes that focus on flavor and quality. Using whole grains, healthy fats, lean proteins, and lots of fresh produce.",Zestful is a technology platform for companies to award their employees with the products and services they value most.,"HR, Software",SaaS,B2B,zestfulkitchen.com,$1.2M,2019,Seed,VC,./BestPitchPDFs/zestful.pdf
Square,FinTech,"Squarespace, Inc. operates platform for businesses and independent creators to build online presence, grow their brands, and manage their businesses across the internet. The company offers websites, domains, e-commerce, tools for managing a social media presence, marketing tools, and scheduling capabilities. It serves small and medium-sized businesses, and independent creators, such as restaurants, photographers, wedding planners, artists, musicians, and bloggers. Squarespace, Inc. was founded in 2003 and is headquartered in New York, New York.",Square has a comprehensive suite of software and hardware designed to make commerce easy for everyone.,"FinTech, Payments",SaaS,B2C,squarespace.com,$200M,2012,Late Stage,VC,./BestPitchPDFs/square.pdf
Buffer,Marketing,"Buffer provides ""all-in-one"" social media management software for marketers and brands. Buffer has built a highly-profitable, burgeoning business (using a fairly humble $4M in total investment): the company reportedo ver 4.5 million registered users and over $16 million in annual revenue as of August 2021.",Buffer’s suite of apps and tools are designed to increase engagement and grow an audience on social media.,"Marketing, Social Media, Analytics, Productivity","SaaS, Subscription",B2B,buffer.com,$500k,2011,Seed,Unknown,./BestPitchPDFs/buffer.pdf
GamerzClass,Gaming,GamerzClass is your favored place to find inspiring gaming videos and tutorials featuring the worlds best gamers,GamerzClass is a matchmaking platform that connects gamers with the game content they love.,"Gaming, EdTech, Entertainment",Subscription,B2C,gamerzclass.com,$1M,2020,Seed,VC,./BestPitchPDFs/gamerzclass.pdf
Spotify,Music,"Spotify Technology S.A., together with its subsidiaries, provides audio streaming services worldwide. It operates in two segments, Premium and Ad-Supported. The Premium segment offers unlimited online and offline streaming access to its catalog of music and podcasts without commercial breaks to its subscribers. The Ad-Supported segment provides on-demand online access to its catalog of music and unlimited online access to the catalog of podcasts to its subscribers with no subscription fees. The company also offers sales, marketing, contract research and development, and customer support services. As of December 31, 2020, its platform included 345 million monthly active users and 155 million premium subscribers in 93 countries and territories. The company was founded in 2006 and is based in Luxembourg, Luxembourg.",Spotify is a premium streaming service that gives you on-demand access to millions of songs and the full lyrics catalog.,"Music, Entertainment, Audio","SaaS, Subscription",B2C,spotify.com,$100M,2012,Late Stage,Angel Investors,./BestPitchPDFs/spotify.pdf
Kong,Software,"Kongregate, Inc. provides online games for players and developers. The Company operates a site that allows developers to upload user-created, free-to-play action, multiplayer, shooter, adventure, sports, and puzzle games.",Kong is a service connectivity platform that provides the modern enterprise with on-demand services using today’s most popular cloud technologies.,"Software, Cloud, Open Source, IT",SaaS,B2B,kongregate.com,$43M,2013,Late Stage,"Angel Investors, VC",./BestPitchPDFs/kong.pdf
Healx,Biotechnology,Healx Limited operates as a biotechnology company. The Company develops pharmaceutical products to find new therapeutic solutions for patients with rare diseases. Healx serves patients in the United Kingdom.,Healx is transforming the rare disease treatment path for patients and their doctors by generating insights and enabling actionable recommendations that drive improved outcomes.,"Biotechnology, AI, Healthcare",Subscription,"B2G, B2B",healx.io,$56M,2019,Series B,VC,./BestPitchPDFs/healx.pdf
Front,Productivity,Front is a platform for better customer communications. It connects customers to organizations and makes every interaction more effective and meaningful.,Front is a platform for better customer communications. It connects customers to organizations and makes every interaction more effective and meaningful.,"Productivity, Collaboration",SaaS,B2B2C,flyfrontier.com,$10M,2016,Series A,"VC, Angel Investors",./BestPitchPDFs/front.pdf
Foursquare,Logistics,"Foursquare Labs, Inc. provides mobile applications to share and save the places that users visit. The Company operates a platform that enables users to check in, view their history, see where their friends are, create tips and lists, and search for and learn more about venues. Foursquare Labs serves customers in the United States and the United Kingdom.","Foursquare is a location-based technology company that provides businesses with an insight on their customers and provides consumers with tips on what to eat, drink, and do.","Logistics, Software, IT, Marketing, Advertising, Big Data",App,B2B,foursquare.com,$1.4M,2009,Series A,"Angel Investors, Corporate",./BestPitchPDFs/foursquare.pdf
Apptopia,Analytics,"Apptopia, Inc. provides software solutions. The Company offers mobile applications for mobile publishers and developers, service providers, and investors. Apptopia serves customers in the State of Massachusetts.","Apptopia serves the mobile industry with an array of services, including app analytics, data mining, and business intelligence.","Analytics, Big Data, Marketing",Subscription,B2B,apptopia.com,$1.46M,2018,Series A,VC,./BestPitchPDFs/apptopia.pdf
Boon,HR,"The official site of Boone County Public Library, Kentucky, USA. Discover, Explore, Experience a lifetime of learning. Enjoy family events, free wi-fi, book clubs, programs, music, and much more!",Boon accelerates recruitment by engaging employees with a game-changing referral network.,"HR, Productivity, Analytics, Software",SaaS,B2B,bcpl.org,$100K,2015,Early Stage,Accelerator,./BestPitchPDFs/boon.pdf
Pixc,Art,"PIX11 News brings you breaking and developing news, weather, traffic and sports coverage from New York City and across the state on WPIX-TV and pix11.com.",Pixc is a powerful and super-easy tool for creating product images that sell.,"Art, Productivity",SaaS,B2B,pix11.com,Undisclosed,2014,Early Stage,Unknown,./BestPitchPDFs/pixc.pdf
RealtyShares,Real Estate,"RealtyShares Securities, LLC operates as a real estate investment firm. The Company invests in capital, asset, and commercial properties. RealtyShares Securities serves customers in the United States.",RealtyShares offers real estate investing opportunities that match investors’ needs for returns and liquidity.,"Real Estate, Proptech, FinTech, Payments, Accounting",Marketplace,B2C,realtyshares.com,$1.9M,2014,Early Stage,"VC, Corporate",./BestPitchPDFs/realtyshares.pdf
